l2_regularization,N,query_type,metric,n_seeds,seeds,mean,sample_sd,standard_error,ci95_low,ci95_high,confidence_interval_method,baseline_l2_regularization,mean_paired_difference_from_baseline,paired_difference_sample_sd,paired_difference_standard_error,paired_difference_ci95_low,paired_difference_ci95_high,paired_training_and_query_clouds_verified,source_csv
1e-06,2400,off_support,gradient_relative_linf,3,"[123,124,125]",0.01577513581591912,0.0037429025667074277,0.0021609658044390747,0.006477250398669315,0.025073021233168923,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,gradient_mae,3,"[123,124,125]",0.0001275865051895994,1.0330374598186986e-05,5.964244555092928e-06,0.00010192443207405345,0.00015324857830514534,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,gradient_rmse,3,"[123,124,125]",0.00021728121804764843,7.4867955613223896e-06,4.322503432697177e-06,0.00019868298685383297,0.0002358794492414639,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,gradient_linf,3,"[123,124,125]",0.002726594507441472,0.000775770634184505,0.0004478913844758307,0.0007994734194191548,0.004653715595463789,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,Q_relative_l1,3,"[123,124,125]",0.023368988143879926,0.0021602620956868964,0.0012472279024649748,0.01800259960478581,0.028735376682974042,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,Q_relative_l2,3,"[123,124,125]",0.021258939780969825,0.002717211820170872,0.001568782975820886,0.014509011427753252,0.028008868134186397,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,Q_relative_linf,3,"[123,124,125]",0.02704514999174415,0.0033368501807871155,0.0019265313501228927,0.018755954619292692,0.03533434536419561,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,Q_mae,3,"[123,124,125]",2.069956418893155e-06,1.093638721740614e-07,6.314126103931418e-08,1.7982814997258932e-06,2.341631338060417e-06,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,Q_rmse,3,"[123,124,125]",3.4675058710151514e-06,2.439710752057227e-07,1.4085676594450645e-07,2.86144812252785e-06,4.073563619502453e-06,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,off_support,Q_linf,3,"[123,124,125]",2.99796927051847e-05,4.885800180863645e-07,2.820818049628348e-07,2.8765992657063742e-05,3.119339275330565e-05,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,density_relative_l1,3,"[123,124,125]",0.0064924900952517866,0.0016303294241828091,0.0009412711319197125,0.002442527290113258,0.010542452900390315,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,density_relative_l2,3,"[123,124,125]",0.006838453601671128,0.0012374438935172263,0.0007144385650292292,0.0037644725596479205,0.009912434643694335,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,density_relative_linf,3,"[123,124,125]",0.008761182036930331,0.0011111212187408525,0.0006415061347423363,0.006001003915164397,0.011521360158696266,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,density_mae,3,"[123,124,125]",6.138955298533235e-05,1.607229790954464e-05,9.279345524571457e-06,2.146375163424129e-05,0.0001013153543364234,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,density_rmse,3,"[123,124,125]",0.00010076995902156935,1.9416934421285887e-05,1.1210372314966718e-05,5.253561997966774e-05,0.00014900429806347096,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,density_linf,3,"[123,124,125]",0.0007570243210857222,7.785182325822629e-05,4.4947771115040116e-05,0.0005636296710038374,0.0009504189711676069,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,gradient_relative_l1,3,"[123,124,125]",0.01176002340822776,0.0014902862712930127,0.0008604171799006246,0.008057947080450881,0.01546209973600464,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,gradient_relative_l2,3,"[123,124,125]",0.010543827734029112,0.000874480224469431,0.0005048813929984303,0.008371498430271625,0.012716157037786599,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,gradient_relative_linf,3,"[123,124,125]",0.01358739727371719,0.004438047193490856,0.0025623077418382087,0.0025626768739754648,0.024612117673458916,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,gradient_mae,3,"[123,124,125]",0.00012258924150686427,1.4995231097019997e-05,8.657500710425144e-06,8.533902244280725e-05,0.0001598394605709213,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,gradient_rmse,3,"[123,124,125]",0.00020843280765205506,1.6647205377711408e-05,9.611268506076668e-06,0.0001670788569785417,0.0002497867583255684,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,gradient_linf,3,"[123,124,125]",0.002490865035131723,0.0007800180922885057,0.00045034365555554715,0.0005531926762543092,0.004428537394009138,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,Q_relative_l1,3,"[123,124,125]",0.02413242222388831,0.001987085666181194,0.0011472444442725592,0.019196227784110252,0.02906861666366637,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,Q_relative_l2,3,"[123,124,125]",0.02199263387687794,0.002232949181450186,0.0012891938109970196,0.01644568060688424,0.027539587146871637,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,Q_relative_linf,3,"[123,124,125]",0.025547619867288113,0.004596440131695138,0.0026537559473481867,0.014129429596483067,0.036965810138093164,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,Q_mae,3,"[123,124,125]",2.1564903505184692e-06,2.5770954186446507e-07,1.4878867336818405e-07,1.5163043589029845e-06,2.796676342133954e-06,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,Q_rmse,3,"[123,124,125]",3.6017635707959045e-06,5.549821761338078e-07,3.2041910878629825e-07,2.2231114177297335e-06,4.980415723862076e-06,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
1e-06,2400,on_support,Q_linf,3,"[123,124,125]",2.782757126135907e-05,5.0574388573831036e-06,2.919913685720208e-06,1.5264196671017896e-05,4.039094585170025e-05,"two-sided Student t, df=n-1",1e-06,0.0,0.0,0.0,0.0,0.0,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,density_relative_l1,3,"[123,124,125]",0.004672217251370839,0.003808850681141342,0.0021990409660600434,-0.004789492363961047,0.014133926866702725,"two-sided Student t, df=n-1",1e-06,0.0001631803821533521,0.0003502950722092571,0.000202242954235814,-0.0007070008169511849,0.001033361581257889,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,density_relative_l2,3,"[123,124,125]",0.007730050401937996,0.008217204520086483,0.004744205241658141,-0.01268261723132115,0.02814271803519714,"two-sided Student t, df=n-1",1e-06,0.000744318638323578,0.0014596489931180839,0.000842728739099092,-0.002881650471354518,0.004370287748001674,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,density_relative_linf,3,"[123,124,125]",0.019035717160874235,0.02622015067392179,0.015138211049781294,-0.04609874793518355,0.08417018225693203,"two-sided Student t, df=n-1",1e-06,0.0037942599372032203,0.0071480973608377485,0.004126955935473328,-0.01396259828389679,0.02155111815830323,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,density_mae,3,"[123,124,125]",4.285190905486344e-05,3.435207773496902e-05,1.9833181327507315e-05,-4.248338272249446e-05,0.00012818720083222133,"two-sided Student t, df=n-1",1e-06,1.4644475276892005e-06,3.2022010636924115e-06,1.8487916461221199e-06,-6.490260895137562e-06,9.419155950515963e-06,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,density_rmse,3,"[123,124,125]",0.0001082737982563031,0.00011345972478196127,6.550600264504619e-05,-0.00017357578283588756,0.0003901233793484938,"two-sided Student t, df=n-1",1e-06,1.0262784907301666e-05,2.0345614936484565e-05,1.1746546260407834e-05,-4.027852442454411e-05,6.080409423914745e-05,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,density_linf,3,"[123,124,125]",0.001680684230142977,0.002383052521452244,0.0013758560147534695,-0.004239146407404894,0.007600514867690847,"two-sided Student t, df=n-1",1e-06,0.00034542585083685616,0.0006387310752896913,0.0003687715582582824,-0.0012412701009374425,0.0019321218026111548,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,gradient_relative_l1,3,"[123,124,125]",0.007747652447388848,0.006685432018856437,0.0038598359757357073,-0.008859881349789763,0.02435518624456746,"two-sided Student t, df=n-1",1e-06,0.00022246112173354452,0.0005080672705207723,0.0002933327754016063,-0.0010396479450575221,0.001484570188524611,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,gradient_relative_l2,3,"[123,124,125]",0.010899586537140604,0.011295427473075072,0.006521418092191787,-0.017159810818718195,0.038958983892999406,"two-sided Student t, df=n-1",1e-06,0.0010018279644645961,0.0021820198918182107,0.0012597897719183622,-0.004418609936523225,0.006422265865452417,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,gradient_relative_linf,3,"[123,124,125]",0.033070475367179414,0.033665141089187514,0.019436578270149142,-0.050558371182830505,0.11669932191718933,"two-sided Student t, df=n-1",1e-06,0.005683134346624309,0.013427078267191913,0.007752127251993425,-0.027671577135117056,0.039037845828365676,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,gradient_mae,3,"[123,124,125]",8.094068860181653e-05,6.951262553688516e-05,4.01331330657983e-05,-9.1738245934999e-05,0.00025361962313863207,"two-sided Student t, df=n-1",1e-06,2.29937209591491e-06,5.329265249346042e-06,3.0768527262928557e-06,-1.0939256685742062e-05,1.5538000877571883e-05,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,gradient_rmse,3,"[123,124,125]",0.0002160428200387219,0.00022397025293995567,0.00012930928582535197,-0.00034033013159278736,0.0007724157716702311,"two-sided Student t, df=n-1",1e-06,1.977054786066181e-05,4.3408836843948475e-05,2.5062103637062197e-05,-8.806298076527146e-05,0.00012760407648659507,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,gradient_linf,3,"[123,124,125]",0.005853316690473508,0.006337280094875866,0.003658830368706638,-0.00988935978293725,0.021595993163884268,"two-sided Student t, df=n-1",1e-06,0.0010771085595394096,0.002435042552452257,0.001405872473146504,-0.004971872474649062,0.0071260895937278815,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,Q_relative_l1,3,"[123,124,125]",0.019882533549960932,0.01832831375936419,0.010581856882760837,-0.025647521851903894,0.06541258895182575,"two-sided Student t, df=n-1",1e-06,-0.0007427726338343708,0.0008849560770662045,0.0005109296293151685,-0.0029411253980899184,0.0014555801304211766,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,Q_relative_l2,3,"[123,124,125]",0.03276317840511662,0.038125997089796373,0.022012054682916827,-0.06194704876255621,0.12747340557278944,"two-sided Student t, df=n-1",1e-06,0.007201364753738962,0.013643764637343927,0.007877231186130413,-0.02669162551171264,0.041094355019190565,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,Q_relative_linf,3,"[123,124,125]",0.11524342088393956,0.16271428606861518,0.09394313686271276,-0.28896127337462973,0.5194481151425089,"two-sided Student t, df=n-1",1e-06,0.05091772193634465,0.09272927048796431,0.053537269277983815,-0.17943455586304982,0.28126999973573913,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,Q_mae,3,"[123,124,125]",1.7860304352557606e-06,1.666469387351813e-06,9.621365493838402e-07,-2.353709015291046e-06,5.925769885802567e-06,"two-sided Student t, df=n-1",1e-06,-6.650308651638166e-08,8.016034999851019e-08,4.6280599649974475e-08,-2.6563243493231865e-07,1.3262626189955532e-07,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,Q_rmse,3,"[123,124,125]",5.197293316956065e-06,6.032414472286059e-06,3.4828161194377505e-06,-9.788054966372496e-06,2.0182641600284627e-05,"two-sided Student t, df=n-1",1e-06,1.1401889316893451e-06,2.161112369809456e-06,1.2477188084585194e-06,-4.228311805417921e-06,6.508689668796612e-06,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,off_support,Q_linf,3,"[123,124,125]",0.00010876203689341204,0.00015180305116333095,8.764353245295566e-05,-0.00026833764725551004,0.0004858617210423341,"two-sided Student t, df=n-1",1e-06,4.7631481161106115e-05,8.692904682379334e-05,5.018850858411467e-05,-0.0001683122422977131,0.00026357520461992533,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,density_relative_l1,3,"[123,124,125]",0.0012250423274996957,0.0012776907881874436,0.0007376751205011257,-0.0019489175433534032,0.004399002198352795,"two-sided Student t, df=n-1",1e-06,0.00022132981520098507,0.0003862621642712377,0.00022300856451976653,-0.0007381985936756065,0.0011808582240775767,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,density_relative_l2,3,"[123,124,125]",0.001589507483052282,0.0016099296728625408,0.0009294933300035541,-0.002409779530521867,0.00558879449662643,"two-sided Student t, df=n-1",1e-06,0.0003101432960530073,0.000539399858419687,0.00031142265345945235,-0.001029800233943521,0.0016500868260495357,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,density_relative_linf,3,"[123,124,125]",0.002799109037788926,0.002720816722164446,0.001570864266957278,-0.003959774388416935,0.009557992463994788,"two-sided Student t, df=n-1",1e-06,0.0007086312038451985,0.0012417347440428037,0.0007169158887352238,-0.0023760089017839476,0.0037932713094743446,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,density_mae,3,"[123,124,125]",1.1059584250493155e-05,1.0966290284466708e-05,6.331390647748432e-06,-1.618219100281426e-05,3.830135950380057e-05,"two-sided Student t, df=n-1",1e-06,2.1386707381938383e-06,3.72718793940713e-06,2.151892960137033e-06,-7.120177380753677e-06,1.1397518857141354e-05,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,density_rmse,3,"[123,124,125]",2.1896341951911823e-05,2.0942966607250184e-05,1.2091427408325239e-05,-3.012887119244151e-05,7.392155509626516e-05,"two-sided Student t, df=n-1",1e-06,4.608362638330534e-06,8.001540205022437e-06,4.619691391301317e-06,-1.5268565136805846e-05,2.4485290413466916e-05,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,density_linf,3,"[123,124,125]",0.0001595162605454708,0.00012959838803640442,7.482366421935967e-05,-0.00016242398255382468,0.00048145650364476625,"two-sided Student t, df=n-1",1e-06,5.285760039653274e-05,9.199222468794874e-05,5.311173568693975e-05,-0.00017566375413577857,0.00028137895492884405,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,gradient_relative_l1,3,"[123,124,125]",0.006384484226201669,0.005501303163777298,0.003176178862500563,-0.007281510426539566,0.020050478878942905,"two-sided Student t, df=n-1",1e-06,0.00032884035244719155,0.0005995182195627033,0.0003461320054486119,-0.0011604454656314782,0.0018181261705258614,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,gradient_relative_l2,3,"[123,124,125]",0.008254488184610024,0.008307718757105871,0.004796463660766778,-0.012383029278276501,0.028892005647496548,"two-sided Student t, df=n-1",1e-06,0.00033494699519542864,0.0006690225699120383,0.0003862603608326505,-0.0013269972007145918,0.001996891191105449,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,gradient_relative_linf,3,"[123,124,125]",0.012821486014873104,0.012558872944220392,0.0072508686750639515,-0.018376483882559053,0.044019455912305265,"two-sided Student t, df=n-1",1e-06,-0.00033394067826719574,0.00032620122514646633,0.00018833236514829806,-0.0011442694432626508,0.0004763880867282594,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,300,on_support,gradient_mae,3,"[123,124,125]",6.53978797941057e-05,5.7125043692038654e-05,3.298115935306765e-05,-7.650859552491425e-05,0.00020730435511312565,"two-sided Student t, df=n-1",1e-06,3.4145553169908286e-06,6.253516454946803e-06,3.6104694086452913e-06,-1.212004073960125e-05,1.8949151373582906e-05,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
