l2_regularization,baseline_l2,N,seed,query_type,metric,value,baseline_value,paired_difference,paired_percent_change,paired_training_cloud,paired_query_cloud,source_csv
0.01,1e-06,2400,124,off_support,Q_rmse,3.174270417785927e-06,3.2369752713144854e-06,-6.270485352855827e-08,-1.9371434216454426,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,124,off_support,Q_linf,3.1359599121816295e-05,2.965381095609474e-05,1.705788165721556e-06,5.752340460546997,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,density_relative_l1,0.009616188451517139,0.0075764444384987355,0.0020397440130184036,26.92218004864795,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,density_relative_l2,0.009774071131291598,0.007545161810685587,0.0022289093206060108,29.54090815453939,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,density_relative_linf,0.009924131051033142,0.007635714228583822,0.00228841682244932,29.969911837228977,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,density_mae,9.165268977374083e-05,7.221172039324516e-05,1.9440969380495678e-05,26.922180048647935,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,density_rmse,0.00014560538916453964,0.00011240108722322346,3.320430194131618e-05,29.540908154539412,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,density_linf,0.0008725750636921908,0.0006713669735999989,0.00020120809009219198,29.969911837228974,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,gradient_relative_l1,0.014676545423325199,0.012351810469418354,0.0023247349539068443,18.821005711370148,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,gradient_relative_l2,0.012982079387809372,0.010607792111102732,0.0023742872767066395,22.382483101470026,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,gradient_relative_linf,0.014011470094160096,0.01082705009259979,0.003184420001560306,29.41170470557658,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,gradient_mae,0.00015340925753394287,0.00012910954306058606,2.4299714473356813e-05,18.821005711370155,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,gradient_rmse,0.00025660528300377284,0.00020967484602434132,4.693043697943152e-05,22.38248310147004,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,gradient_linf,0.002586839718003133,0.001998922527053043,0.0005879171909500902,29.411704705576586,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,Q_relative_l1,0.02314118714710277,0.022808976734476273,0.0003322104126264984,1.456489769329963,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,Q_relative_l2,0.021481040901738278,0.0205602531184489,0.0009207877832893771,4.478484666432175,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,Q_relative_linf,0.030386870427717826,0.024628356969383425,0.0057585134583344015,23.381638756873055,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,Q_mae,1.987548280827805e-06,1.959015421632137e-06,2.8532859195668104e-08,1.4564897693299523,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,Q_rmse,3.396953993019492e-06,3.251343091225841e-06,1.4561090179365121e-07,4.478484666432177,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,on_support,Q_linf,3.492926885056931e-05,2.8309940767927714e-05,6.619328082641592e-06,23.381638756873055,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,density_relative_l1,0.010150346115963866,0.008308513740498043,0.0018418323754658232,22.168012631287013,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,density_relative_l2,0.010030700972419518,0.007921222267675873,0.002109478704743645,26.630722298398233,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,density_relative_linf,0.011969871498807497,0.00715484843495002,0.004815023063857477,67.2973453964034,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,density_mae,9.071737098097433e-05,7.425623862341668e-05,1.6461132357557643e-05,22.168012631287024,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,density_rmse,0.00014219236467833142,0.00011228899440632031,2.9903370272011106e-05,26.63072229839825,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,density_linf,0.0008556569225123059,0.0005114587565540063,0.0003441981659582996,67.2973453964034,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,gradient_relative_l1,0.015329291668903582,0.012871537270298637,0.0024577543986049454,19.0944900130637,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,gradient_relative_l2,0.013458024848450182,0.010890806232252073,0.0025672186161981095,23.572346816671285,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,gradient_relative_linf,0.013507202106736022,0.011670164004108498,0.0018370381026275237,15.741322075514892,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,gradient_mae,0.00015534455080510606,0.00013043806710794596,2.4906483697160093e-05,19.09449001306372,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,gradient_rmse,0.0002611933392575164,0.00021136876168987545,4.982457756764095e-05,23.572346816671324,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,gradient_linf,0.0023669471608615336,0.0020450320753354016,0.00032191508552613206,15.7413220755149,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,Q_relative_l1,0.022784352682653015,0.021927965785960672,0.0008563868966923426,3.905455275931898,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,Q_relative_l2,0.022217722802507073,0.020312024394531683,0.0019056984079753904,9.382119531563946,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,Q_relative_linf,0.0292016757531568,0.025770780306995245,0.0034308954461615554,13.313122091341059,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,Q_mae,2.0541491572238935e-06,1.976940625272161e-06,7.720853195173258e-08,3.9054552759318937,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,Q_rmse,3.7655277566607256e-06,3.442544149616815e-06,3.2298360704391067e-07,9.382119531563932,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,2400,125,off_support,Q_linf,3.4607480060919e-05,3.054145841381204e-05,4.0660216471069565e-06,13.31312209134107,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,density_relative_l1,0.002653370017850547,0.0026588475557118444,-5.477537861297427e-06,-0.20601173051574007,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,density_relative_l2,0.0033690699255295047,0.003376643315410408,-7.5733898809034715e-06,-0.22428752975891317,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,density_relative_linf,0.005673160353528039,0.005700586003595274,-2.742565006723461e-05,-0.481102294570026,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,density_mae,2.3224686603762293e-05,2.3272630953526195e-05,-4.7944349763902425e-08,-0.20601173051574578,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,density_rmse,4.475718251814654e-05,4.485779295386715e-05,-1.0061043572061009e-07,-0.22428752975894362,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,density_linf,0.000275931113656383,0.00027726504213614056,-1.3339284797575512e-06,-0.48110229457003667,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,gradient_relative_l1,0.006114691384334275,0.006107693450509541,6.997933824733592e-06,0.11457572128394528,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,gradient_relative_l2,0.0059127163891407545,0.005909708846220379,3.007542920375507e-06,0.0508915582583906,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,gradient_relative_linf,0.006971883362935336,0.006959570568328794,1.2312794606542457e-05,0.1769188843716134,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,gradient_mae,5.9729412653185274e-05,5.966105556844211e-05,6.83570847431628e-08,0.11457572128395341,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,gradient_rmse,0.00011021732765412191,0.00011016126486983252,5.6062784289392063e-08,0.0508915582583736,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,gradient_linf,0.0012016219630704428,0.0011994998213684382,2.122141702004532e-06,0.17691888437161302,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,Q_relative_l1,0.013329517505870046,0.01330110461012539,2.841289574465576e-05,0.21361305378371812,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,Q_relative_l2,0.0129077213210599,0.012893774419526566,1.3946901533333153e-05,0.10816771784227674,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,Q_relative_linf,0.013306272631208727,0.013295014588917886,1.125804229084107e-05,0.08467867572123808,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,Q_mae,1.276266263136966e-06,1.2735458030557242e-06,2.720460081241777e-09,0.21361305378372347,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,Q_rmse,2.2847610352814004e-06,2.2822923317516557e-06,2.4687035297446243e-09,0.10816771784225811,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,on_support,Q_linf,1.5787420554752552e-05,1.5774063286853814e-05,1.3357267898738215e-08,0.08467867572124065,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,density_relative_l1,0.004833241546374269,0.004825317212069914,7.92433430435533e-06,0.16422411120524102,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,density_relative_l2,0.0054201951449428095,0.005408517172184482,1.167797275832775e-05,0.21591819692071082,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,density_relative_linf,0.006267333560468973,0.0062205882320093735,4.674532845959974e-05,0.7514615453738219,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,density_mae,4.4585657166433495e-05,4.45125568156283e-05,7.310035080519798e-08,0.16422411120525107,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,density_rmse,7.700214573636999e-05,7.683624230739823e-05,1.6590342897175147e-07,0.21591819692069628,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,density_linf,0.0005017507209821772,0.0004980083795173649,3.74234146481231e-06,0.7514615453738203,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,gradient_relative_l1,0.00708094948007415,0.007065453720687413,1.549575938673744e-05,0.21931725830099733,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,gradient_relative_l2,0.007364524795405411,0.007338591985143252,2.5932810262158795e-05,0.353375828969085,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,gradient_relative_linf,0.02293060295976302,0.022724751873421295,0.0002058510863417254,0.9058452540574814,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,gradient_mae,7.344906520576719e-05,7.328833124702165e-05,1.6073395874553103e-07,0.21931725830101098,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,gradient_rmse,0.00014434694397280314,0.00014383865294059634,5.082910322068001e-07,0.3533758289690868,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,gradient_linf,0.003663142371732862,0.0036302578532590654,3.28845184737964e-05,0.9058452540574855,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,Q_relative_l1,0.01580795834511809,0.0157351433929906,7.281495212749234e-05,0.46275366108152916,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,Q_relative_l2,0.017374017446630995,0.017261735177000193,0.00011228226963080207,0.6504691937367266,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,Q_relative_linf,0.03428965328233333,0.03406999162431355,0.00021966165801977355,0.6447364602902198,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,Q_mae,1.4063990389914274e-06,1.3999208539873567e-06,6.478185004070651e-09,0.46275366108155414,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,Q_rmse,2.7734670712581814e-06,2.7555431121932296e-06,1.7923959064951816e-08,0.6504691937367488,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,123,off_support,Q_linf,3.418029812291023e-05,3.3961337000863625e-05,2.1896112204660475e-07,0.6447364602902314,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,124,on_support,density_relative_l1,0.0008308843525076209,0.00016355910201535723,0.0006673252504922637,408.00251546355753,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,124,on_support,density_relative_l2,0.0011652815072536338,0.0002323355958554491,0.0009329459113981847,401.5510012415964,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,124,on_support,density_relative_linf,0.002461044439958981,0.00031875335062255927,0.0021422910893364217,672.0842573583301,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
0.01,1e-06,300,124,on_support,density_mae,8.021246626494658e-06,1.5789777377726542e-06,6.442268888722003e-06,408.0025154635575,True,True,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\manufactured_complete.csv
