method,P0,seed,observable,dt1,dt2,dt3,value1,value2,value3,D12,D23,D12_over_D23,paired_difference_D12_minus_D23,paired_contraction,raw_observable_seed_spread,pooled_raw_observable_seed_spread,raw_seed_spread_role,roundoff_threshold,physically_admissible_case,physical_admissibility_reason,p_observed,verdict,reason,alignment,run1_manifest,run2_manifest,run3_manifest
MIDPOINT,20.0,29,P1,0.5,0.25,0.125,-0.542495008948192,0.14531877511351252,0.4391038626552306,0.596476763078038,0.21582847670038138,2.7636610895701326,0.3806482863776566,True,0.3096013814892738,0.2523737516576608,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.5732816428400644e-12,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
MIDPOINT,20.0,29,trace,0.5,0.25,0.125,1.0000000000016864,1.0000000000020592,1.0000000000027554,5.179209706262278e-13,1.4387946768696482e-12,0.35996864525038164,-9.208737062434203e-13,False,1.1451670212198324e-12,8.561141136758458e-13,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.000000000002435e-12,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_NUMERICAL_NOISE,roundoff- or saturation-limited; order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
MIDPOINT,20.0,29,energy,0.5,0.25,0.125,0.13277665996744994,0.0857523450522503,0.06000964427603114,0.035146098967461764,0.01682318714262749,2.0891462877689033,0.018322911824834275,True,0.03067312538342786,0.02348372582769295,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.116281573017079e-12,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
MIDPOINT,20.0,29,R_mean,0.5,0.25,0.125,19.45261202692987,12.777190705338173,8.162508043153537,2.904486299284851,2.2485851155474883,1.2916950660227344,0.6559011837373627,True,3.9096571092384758,2.845649891629622,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.107162179982593e-11,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
MIDPOINT,20.0,29,P_mean,0.5,0.25,0.125,25.775634582858466,17.876795332548582,13.905455913054835,5.251241031530376,2.521822915270058,2.082319499808347,2.7294181162603177,True,3.8757760785467017,2.7961566700985507,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.4072944084425666e-11,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
MIDPOINT,20.0,29,R_var,0.5,0.25,0.125,-6118.822585596213,37.50319291365423,-0.2730427523531156,1952.9011854687942,12.708750509101149,153.6658685738034,1940.1924349596932,True,16.849636897412083,23.141207756026564,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.942526938480355e-09,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
MIDPOINT,20.0,29,P_var,0.5,0.25,0.125,-10734.107834458322,76.2465413257476,23.933768870201078,7280.646920890271,35.906713754401906,202.76561566422146,7244.740207135869,True,106.86947808291042,117.53056174907967,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,7.228134877111632e-09,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
MIDPOINT,20.0,47,P0,0.5,0.25,0.125,1.1029690705898314,0.9053042961198511,0.7821319856523401,0.2882137339960581,0.2712405957695016,1.062575950986998,0.016973138226556495,True,0.2447744676297784,0.25237375165755543,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.9986607513980753e-12,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,47,P1,0.5,0.25,0.125,-0.10296907058866926,0.0946957038833055,0.21786801435320366,0.2882137339965424,0.27124059576951054,1.0625759509887485,0.016973138227031837,True,0.24477446762987143,0.2523737516576608,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.3781300823110552e-12,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,47,trace,0.5,0.25,0.125,1.0000000000011622,1.0000000000031566,1.0000000000055438,9.002152231323412e-13,1.2780375687071588e-12,0.7043730522280216,-3.778223455748175e-13,False,8.659195758743531e-13,8.561141136758458e-13,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.0000000000025554e-12,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_NUMERICAL_NOISE,roundoff- or saturation-limited; order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,47,energy,0.5,0.25,0.125,0.09557975269483618,0.11802034096997906,0.11871648419343142,0.01557715143543539,0.0034564180808611426,4.50673242386073,0.012120733354574247,True,0.026220044790517087,0.02348372582769295,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.1108894345658569e-12,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,47,R_mean,0.5,0.25,0.125,15.940258731341522,16.732549335471735,17.178153445230105,0.3844073263250389,0.6547281959492243,0.5871250523550854,-0.2703208696241854,False,2.837444406648501,2.845649891629622,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.0586864805188371e-11,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,47,P_mean,0.5,0.25,0.125,20.0824579446062,21.318359456242433,20.768889437791337,1.2180938783737663,0.5841865763713457,2.0851110375385775,0.6339073020024205,True,2.6474739648710215,2.7961566700985507,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.199705714654454e-11,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,47,R_var,0.5,0.25,0.125,33.33948954171015,-66.19517931415521,-84.40063199734021,33.707103972271284,5.951719508595923,5.663422801358319,27.755384463675362,True,31.16055179049294,23.141207756026564,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.8523531681200455e-11,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,47,P_var,0.5,0.25,0.125,50.531545076310294,-94.13265930039734,-129.21419662718506,274.72538069117115,177.41022939521903,1.5485317933903457,97.31515129595212,True,158.58100247819064,117.53056174907967,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.5859816440526883e-10,False,"dt=0.5: P0=1.1029691 outside [0,1]; dt=0.5: P1=-0.10296907 outside [0,1]; dt=0.25: R_var=-66.195179 is negative; dt=0.25: P_var=-94.132659 is negative; dt=0.125: R_var=-84.400632 is negative; dt=0.125: P_var=-129.2142 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
MIDPOINT,20.0,73,P0,0.5,0.25,0.125,1.006957090807086,2.501948151957114,0.9447899896267946,1.1236980406306798,1.1508547640053532,0.9764029969514493,-0.027156723374673453,False,0.21519859168310707,0.25237375165755543,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.829079910629443e-12,False,"dt=0.5: P0=1.0069571 outside [0,1]; dt=0.5: P1=-0.0069570908 outside [0,1]; dt=0.5: R_var=-37.460135 is negative; dt=0.5: P_var=-61.971407 is negative; dt=0.25: P0=2.5019482 outside [0,1]; dt=0.25: P1=-1.5019482 outside [0,1]; dt=0.125: R_var=-1.7774378 is negative; dt=0.125: P_var=-2.4066402 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
MIDPOINT,20.0,73,P1,0.5,0.25,0.125,-0.006957090805961836,-1.5019481519497198,0.055210010377824886,1.123698040627591,1.1508547640033309,0.9764029969504812,-0.027156723375739933,False,0.21519859168322078,0.2523737516576608,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.113144935719103e-12,False,"dt=0.5: P0=1.0069571 outside [0,1]; dt=0.5: P1=-0.0069570908 outside [0,1]; dt=0.5: R_var=-37.460135 is negative; dt=0.5: P_var=-61.971407 is negative; dt=0.25: P0=2.5019482 outside [0,1]; dt=0.25: P1=-1.5019482 outside [0,1]; dt=0.125: R_var=-1.7774378 is negative; dt=0.125: P_var=-2.4066402 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
MIDPOINT,20.0,73,trace,0.5,0.25,0.125,1.000000000001124,1.0000000000073945,1.0000000000046196,3.913268271941925e-12,2.6866773119499823e-12,1.4565456947643953,1.2265909599919428e-12,True,6.636976208926082e-13,8.561141136758458e-13,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.000000000003511e-12,False,"dt=0.5: P0=1.0069571 outside [0,1]; dt=0.5: P1=-0.0069570908 outside [0,1]; dt=0.5: R_var=-37.460135 is negative; dt=0.5: P_var=-61.971407 is negative; dt=0.25: P0=2.5019482 outside [0,1]; dt=0.25: P1=-1.5019482 outside [0,1]; dt=0.125: R_var=-1.7774378 is negative; dt=0.125: P_var=-2.4066402 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
MIDPOINT,20.0,73,energy,0.5,0.25,0.125,0.09627898423287899,0.207279226567887,0.09805371135292339,0.07091699967561504,0.06972970701865455,1.017027070781222,0.0011872926569604925,True,0.017006680148308587,0.02348372582769295,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.1548942729305728e-12,False,"dt=0.5: P0=1.0069571 outside [0,1]; dt=0.5: P1=-0.0069570908 outside [0,1]; dt=0.5: R_var=-37.460135 is negative; dt=0.5: P_var=-61.971407 is negative; dt=0.25: P0=2.5019482 outside [0,1]; dt=0.25: P1=-1.5019482 outside [0,1]; dt=0.125: R_var=-1.7774378 is negative; dt=0.125: P_var=-2.4066402 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
