method,P0,seed,observable,dt1,dt2,dt3,value1,value2,value3,D12,D23,D12_over_D23,paired_difference_D12_minus_D23,paired_contraction,raw_observable_seed_spread,pooled_raw_observable_seed_spread,raw_seed_spread_role,roundoff_threshold,physically_admissible_case,physical_admissibility_reason,p_observed,verdict,reason,alignment,run1_manifest,run2_manifest,run3_manifest
PBME,20.0,47,R_mean,0.5,0.25,0.125,15.358984619959164,15.358980632732244,15.358979635920399,1.5703822212118934e-06,3.925975383722817e-07,3.999979795397428,1.1777846828396118e-06,True,0.03474846497009038,0.03259735145311624,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,9.845721790476422e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.999992712711612,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
PBME,20.0,47,P_mean,0.5,0.25,0.125,19.85179033007561,19.85178460381049,19.851783172236665,3.718000967909959e-06,9.295050614528308e-07,3.9999792600361594,2.7884959064571283e-06,True,0.06335189377183026,0.04963382106331289,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.1275121847731754e-11,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.9999925196198618,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
PBME,20.0,47,R_var,0.5,0.25,0.125,2.2225579859609184,2.2225590553570953,2.222559322740892,3.297755905486571e-07,8.245081268633176e-08,3.999664524875271,2.473247778623253e-07,True,0.10632663972793228,0.10526328379587503,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.3070147592320766e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.9998789978510807,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
PBME,20.0,47,P_var,0.5,0.25,0.125,1.6204850846431214,1.6204879868586772,1.6204887124873153,2.649809761358522e-06,6.624780735038587e-07,3.999845228603008,1.9873316878546633e-06,True,0.1076431151459472,0.12399573105467178,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.7506415433067257e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.9999441769382884,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed47_dt0.125\run_manifest.json
PBME,20.0,73,P0,0.5,0.25,0.125,0.9640499882022753,0.964048913873129,0.9640486452908575,7.183383932127419e-07,1.795847475387694e-07,3.9999966759853276,5.387536456739725e-07,True,0.00879268160383256,0.010951432807070687,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.9172516102643265e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.999998801114631,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
PBME,20.0,73,P1,0.5,0.25,0.125,0.03595001179835634,0.03595108612803888,0.035951354711454796,7.183386144367621e-07,1.7958519920822482e-07,3.999987847572368,5.387534152285372e-07,True,0.008792681603829549,0.01095143280706688,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.2033313123009858e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.999995616931572,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
PBME,20.0,73,trace,0.5,0.25,0.125,1.0000000000006317,1.000000000001168,1.0000000000023124,2.8853872782071696e-13,5.894481005257693e-13,0.48950658686209936,-3.0090937270505234e-13,False,9.969493983300609e-15,1.0002191001020395e-14,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.000000000001142e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",nan,REJECT_NUMERICAL_NOISE,roundoff- or saturation-limited; order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
PBME,20.0,73,energy,0.5,0.25,0.125,0.10001528314187073,0.10001528314130945,0.10001528314115661,4.941958014734072e-09,1.2354972339528048e-09,3.9999749727669984,3.7064607807812673e-09,True,9.70294213734096e-05,0.00011574091375759385,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.1000152829538643e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.999990973305526,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
PBME,20.0,73,R_mean,0.5,0.25,0.125,15.356659005433112,15.356655171646075,15.356654213195363,1.5112227615170043e-06,3.778072197905403e-07,3.999983807495367,1.133415541726464e-06,True,0.03531450242997447,0.03259735145311624,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,9.829119570660151e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.9999941597766455,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
PBME,20.0,73,P_mean,0.5,0.25,0.125,19.78235447741705,19.782348979516996,19.782347605036104,3.567320357008595e-06,8.918338132162308e-07,3.9999832974976868,2.6754865437923642e-06,True,0.038547437953734,0.04963382106331289,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.1234010009601827e-11,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.9999939758331082,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
PBME,20.0,73,R_var,0.5,0.25,0.125,2.126613149291302,2.126614433543466,2.1266147546419916,3.881799464781519e-07,9.705313663817779e-08,3.999664100762855,2.911268098399741e-07,True,0.10782877930380791,0.10526328379587503,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.3185107961040424e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.9998788448720226,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
PBME,20.0,73,P_var,0.5,0.25,0.125,1.529694372442691,1.5296970303061244,1.5296976948470729,2.670698683085597e-06,6.676969009881138e-07,3.999866824502665,2.0030017820974834e-06,True,0.1354150315505025,0.12399573105467178,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.7320061647107403e-12,True,"passed endpoint population, norm, energy and signed-central-moment checks",1.9999519662929883,COMPUTED_POSITIVE,three finite and physically admissible levels; paired finer difference contracts,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed73\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\dynamics\timestep\P020\seed73_dt0.125\run_manifest.json
MIDPOINT,20.0,11,P0,0.5,0.25,0.125,1.0665138201340691,0.9877541611632755,0.98320157473245,0.08972372707884908,0.05070800232196766,1.7694194795754963,0.03901572475688142,True,0.2295474957759394,0.25237375165755543,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.9719124122496987e-12,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,11,P1,0.5,0.25,0.125,-0.06651382013277979,0.012245838838875261,0.016798425272154884,0.08972372707905854,0.05070800232208067,1.7694194795756837,0.03901572475697787,True,0.2295474957760488,0.2523737516576608,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.191940400924357e-12,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,11,trace,0.5,0.25,0.125,1.0000000000012894,1.0000000000021507,1.0000000000046048,4.666244722582914e-13,1.3179187113553684e-12,0.35406164905148624,-8.51294239097077e-13,False,6.557490009062036e-13,8.561141136758458e-13,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.0000000000023123e-12,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_NUMERICAL_NOISE,roundoff- or saturation-limited; order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,11,energy,0.5,0.25,0.125,0.10146067103259977,0.09429697924272633,0.0980184898680545,0.005230108636276325,0.0027335865411363762,1.9132771388690413,0.0024965220951399486,True,0.016981842530477353,0.02348372582769295,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.1001767333419763e-12,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,11,R_mean,0.5,0.25,0.125,15.81900109729325,15.231976407524874,15.260927769014474,0.29396753020049565,0.13424961317059084,2.18970858282438,0.15971791702990482,True,2.148106090580686,2.845649891629622,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,9.96144391720643e-12,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,11,P_mean,0.5,0.25,0.125,20.45371664558896,19.344145453883446,19.65838200856075,0.8908916981239181,0.3437542738847226,2.5916527176697066,0.5471374242391955,True,2.1791065357394452,2.7961566700985507,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.141006172471037e-11,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,11,R_var,0.5,0.25,0.125,44.82189413683881,0.1936517906299855,33.99421522364591,14.206522207820308,10.890011362124849,1.3045461327276655,3.3165108456954595,True,24.43682974682669,23.141207756026564,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,1.54914531678901e-11,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,11,P_var,0.5,0.25,0.125,74.39818845361398,-1.11178177154153,54.20189016520487,62.60562771181706,44.03362969096126,1.4217685017382986,18.571998020855794,True,103.08284588047177,117.53056174907967,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,5.975736118449106e-11,False,"dt=0.5: P0=1.0665138 outside [0,1]; dt=0.5: P1=-0.06651382 outside [0,1]; dt=0.25: P_var=-1.1117818 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed11_dt0.125\run_manifest.json
MIDPOINT,20.0,29,P0,0.5,0.25,0.125,1.5424950089498783,0.8546812248885468,0.5608961373475247,0.5964767630778849,0.21582847669939015,2.763661089582116,0.38064828637849474,True,0.309601381489164,0.25237375165755543,descriptive cloud-to-cloud variability only; not an order or uncertainty gate,2.2721854768254394e-12,False,"dt=0.5: P0=1.542495 outside [0,1]; dt=0.5: P1=-0.54249501 outside [0,1]; dt=0.5: R_var=-6118.8226 is negative; dt=0.5: P_var=-10734.108 is negative; dt=0.125: R_var=-0.27304275 is negative",nan,REJECT_PHYSICAL_INADMISSIBILITY,one or more levels physically inadmissible; temporal order not interpreted,linear interpolation to common coarse saved times; no extrapolation,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.5\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\run_manifest.json,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260723_194254\step7_dt_P020\seed29_dt0.125\run_manifest.json
