P0,n_cases,max_E1,max_E2,max_Einf,threshold_E1,result,source_files
20,12,0.001180589717199765,0.0004242481448688657,0.0005883508026958608,0.02,PASS,reviewer_closure_20260726_174927/step9_repl_P020/seed11/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed11/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed11/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed29/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed29/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed29/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed47/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed47/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed47/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed73/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed73/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P020/seed73/pbme.npz
100,12,0.0015501669621112901,0.0005155294923442098,0.000928181861858909,0.02,PASS,reviewer_closure_20260726_174927/step9_repl_P0100/seed11/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed11/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed11/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed29/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed29/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed29/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed47/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed47/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed47/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed73/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed73/pbme.npz; reviewer_closure_20260726_174927/step9_repl_P0100/seed73/pbme.npz
