source_file,issue,severity,first_affected_step,first_affected_time,affected_quantity,propagation_continued,post_issue_usable,exclusion_rule,message,line,count_lines,method,count,observed_max,audit_visibility_threshold,observed_min
reviewer_closure_20260723_194254/step7_dt_P020/seed11_dt0.125/dt_seed11_h0.125.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260723_194254/step8_support_P0100/seed11_N2000/support_seed11_N2000.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,35,,,,,,
reviewer_closure_20260723_194254/step8_support_P020/seed11_N2000/support_seed11_N2000.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,35,,,,,,
reviewer_closure_20260723_194254/step8_support_P020/seed47_N2000/support_seed47_N2000.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,35,,,,,,
reviewer_closure_20260723_194254/step9_repl_P020/seed73/repl_P020_seed73.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P0100/seed11_dt0.125/dt_seed11_h0.125.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P0100/seed11_dt0.25/dt_seed11_h0.25.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P0100/seed11_dt0.5/dt_seed11_h0.5.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P0100/seed29_dt0.125/dt_seed29_h0.125.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P0100/seed29_dt0.25/dt_seed29_h0.25.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,25,,,,,,
reviewer_closure_20260726_174927/step7_dt_P020/seed11_dt0.125/dt_seed11_h0.125.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P020/seed11_dt0.25/dt_seed11_h0.25.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P020/seed11_dt0.5/dt_seed11_h0.5.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P020/seed29_dt0.125/dt_seed29_h0.125.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P020/seed29_dt0.25/dt_seed29_h0.25.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step7_dt_P020/seed29_dt0.5/dt_seed29_h0.5.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step8_support_P0100/seed11_N1400/support_seed11_N1400.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P0100/seed11_N350/support_seed11_N350.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P0100/seed11_N700/support_seed11_N700.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P0100/seed29_N350/support_seed29_N350.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P0100/seed29_N700/support_seed29_N700.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P0100/seed47_N1400/support_seed47_N1400.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step8_support_P0100/seed47_N700/support_seed47_N700.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed11_N1400/support_seed11_N1400.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,30,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed11_N350/support_seed11_N350.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed11_N700/support_seed11_N700.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed29_N1400/support_seed29_N1400.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed29_N350/support_seed29_N350.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed29_N700/support_seed29_N700.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed47_N1400/support_seed47_N1400.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed47_N350/support_seed47_N350.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_closure_20260726_174927/step8_support_P020/seed47_N700/support_seed47_N700.log,failed attempt log,EXCLUDE ATTEMPT,,,process/run attempt,False,False,attempt log contains a fatal exception/OOM/process failure,Traceback (most recent call last):,1,,,,,,
reviewer_estimate_20260726_173444/calib_30steps/calib_30.log,nonfinite text token,INFORMATIONAL PLACEHOLDER,1,0.500,log diagnostic,unknown,requires array check,exclude only if corresponding active numerical array is nonfinite,[pbme] step    1  t=  0.500  norm=+1.000e+00  E_phys=+2.500104e+00  <H>=+2.500104e+00  P0=+1.0000  P1=+0.0000  Psum=+1.0000  essf_c=1.000e+00  |c|max=2.000e-03  essf_w=1.000e+00  essf_y=7.464e-01  chi=1.000e+00  q_rms=0.000e+00  fit_rms=5.714e-10  fit_mae=3.934e-08  fit_r2=+1.000e+00  liou_rms=5.714e-10  loss=nan  reg=nan  Rμ=-1.494e+01  Pμ=+1.000e+02  VR=9.394e-01  VP=2.659e-01  σn=3.355e-04  σn(norm)=3.355e-04  snr=2.981e+03  α-neg=0.462  α-negL1=0.301  α-min/max=-0.856  Δnorm=2.22e-16  ΔE=3.64e-04  ESS(α)f=0.41  LOO_rms=1.03e-02  LOO_max=4.46e-02  logκ≥2.2  3σ=0  pred_rms=5.71e-10,,60,,,,,
reviewer_estimate_20260726_173444/calib_90steps/calib_90.log,nonfinite text token,INFORMATIONAL PLACEHOLDER,1,0.500,log diagnostic,unknown,requires array check,exclude only if corresponding active numerical array is nonfinite,[pbme] step    1  t=  0.500  norm=+1.000e+00  E_phys=+2.500104e+00  <H>=+2.500104e+00  P0=+1.0000  P1=+0.0000  Psum=+1.0000  essf_c=1.000e+00  |c|max=2.000e-03  essf_w=1.000e+00  essf_y=7.464e-01  chi=1.000e+00  q_rms=0.000e+00  fit_rms=5.714e-10  fit_mae=3.934e-08  fit_r2=+1.000e+00  liou_rms=5.714e-10  loss=nan  reg=nan  Rμ=-1.494e+01  Pμ=+1.000e+02  VR=9.394e-01  VP=2.659e-01  σn=3.355e-04  σn(norm)=3.355e-04  snr=2.981e+03  α-neg=0.462  α-negL1=0.301  α-min/max=-0.856  Δnorm=2.22e-16  ΔE=3.64e-04  ESS(α)f=0.41  LOO_rms=1.03e-02  LOO_max=4.46e-02  logκ≥2.2  3σ=0  pred_rms=5.71e-10,,180,,,,,
reviewer_estimate_20260726_174436/calib_30steps/calib_30.log,nonfinite text token,INFORMATIONAL PLACEHOLDER,1,0.500,log diagnostic,unknown,requires array check,exclude only if corresponding active numerical array is nonfinite,[pbme] step    1  t=  0.500  norm=+1.000e+00  E_phys=+2.500104e+00  <H>=+2.500104e+00  P0=+1.0000  P1=+0.0000  Psum=+1.0000  essf_c=1.000e+00  |c|max=2.000e-03  essf_w=1.000e+00  essf_y=7.464e-01  chi=1.000e+00  q_rms=0.000e+00  fit_rms=5.714e-10  fit_mae=3.934e-08  fit_r2=+1.000e+00  liou_rms=5.714e-10  loss=nan  reg=nan  Rμ=-1.494e+01  Pμ=+1.000e+02  VR=9.394e-01  VP=2.659e-01  σn=3.355e-04  σn(norm)=3.355e-04  snr=2.981e+03  α-neg=0.462  α-negL1=0.301  α-min/max=-0.856  Δnorm=2.22e-16  ΔE=3.64e-04  ESS(α)f=0.41  LOO_rms=1.03e-02  LOO_max=4.46e-02  logκ≥2.2  3σ=0  pred_rms=5.71e-10,,60,,,,,
reviewer_estimate_20260726_174436/calib_90steps/calib_90.log,nonfinite text token,INFORMATIONAL PLACEHOLDER,1,0.500,log diagnostic,unknown,requires array check,exclude only if corresponding active numerical array is nonfinite,[pbme] step    1  t=  0.500  norm=+1.000e+00  E_phys=+2.500104e+00  <H>=+2.500104e+00  P0=+1.0000  P1=+0.0000  Psum=+1.0000  essf_c=1.000e+00  |c|max=2.000e-03  essf_w=1.000e+00  essf_y=7.464e-01  chi=1.000e+00  q_rms=0.000e+00  fit_rms=5.714e-10  fit_mae=3.934e-08  fit_r2=+1.000e+00  liou_rms=5.714e-10  loss=nan  reg=nan  Rμ=-1.494e+01  Pμ=+1.000e+02  VR=9.394e-01  VP=2.659e-01  σn=3.355e-04  σn(norm)=3.355e-04  snr=2.981e+03  α-neg=0.462  α-negL1=0.301  α-min/max=-0.856  Δnorm=2.22e-16  ΔE=3.64e-04  ESS(α)f=0.41  LOO_rms=1.03e-02  LOO_max=4.46e-02  logκ≥2.2  3σ=0  pred_rms=5.71e-10,,180,,,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_l2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_linf,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_mean,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_rel_l2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_std,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,dw_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,dw_rms,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_applied,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_dz_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_dz_rms,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_n_capped,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_rho_min,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1201,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_u_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1201,,,
results/P0_100/midpoint.npz,nonfinite numerical values,WARN,1,0.5,gp_opt_nll_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1200,,,
results/P0_100/midpoint.npz,nonfinite numerical values,WARN,1,0.5,gp_opt_reg_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1200,,,
results/P0_100/midpoint.npz,nonfinite numerical values,WARN,1,0.5,gp_opt_total_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1200,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,k1_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,k2_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,label_dy_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,label_dy_rms,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,label_probability_drift,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,label_scheme_id,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,omega_A_residual_norm,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,sigma1_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,sigma2_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,w_abs_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,w_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,w_mean,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,w_min,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_100/midpoint.npz,negative variance,EXCLUDE QUANTITY,225,112.5,cloud_weighted_P_var,True,False,variance below -1e-12 is invalid,,,,midpoint,189,,,
results/P0_100/midpoint.npz,raw conservation drift exceeds audit visibility gate,SCIENTIFIC WARNING,535,267.5,raw_norm_drift,True,not as conservation validation,"1% audit gate is diagnostic, not predeclared; retain file but reject conservation-pass claim",,,,midpoint,,0.3941034715345453,0.01,
results/P0_100/midpoint.npz,raw conservation drift exceeds audit visibility gate,SCIENTIFIC WARNING,535,267.5,raw_trace_drift,True,not as conservation validation,"1% audit gate is diagnostic, not predeclared; retain file but reject conservation-pass claim",,,,midpoint,,0.39410347153449055,0.01,
results/P0_100/midpoint.npz,raw conservation drift exceeds audit visibility gate,SCIENTIFIC WARNING,535,267.5,raw_energy_relative_drift,True,not as conservation validation,"1% audit gate is diagnostic, not predeclared; retain file but reject conservation-pass claim",,,,midpoint,,0.38918834150817394,0.01,
results/P0_100/midpoint.npz,"self-normalized population outside [0,1]",SCIENTIFIC WARNING,110,55.0,lw_P0,True,only as a signed-estimator diagnostic,"flag outside [0,1] by >1e-6; retain signed estimator but do not call it a physical probability",,,,midpoint,,1.0000527262316576,,-0.020272009189707015
results/P0_100/midpoint.npz,"self-normalized population outside [0,1]",SCIENTIFIC WARNING,110,55.0,lw_P1,True,only as a signed-estimator diagnostic,"flag outside [0,1] by >1e-6; retain signed estimator but do not call it a physical probability",,,,midpoint,,1.0202720091898039,,-5.272623154520306e-05
results/P0_100/pbme.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_l2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1,,,
results/P0_100/pbme.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_linf,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1,,,
results/P0_100/pbme.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_mean,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1,,,
results/P0_100/pbme.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_rel_l2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1,,,
results/P0_100/pbme.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_std,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1,,,
results/P0_100/pbme.npz,nonfinite numerical values,WARN,1,0.5,gp_opt_nll_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1200,,,
results/P0_100/pbme.npz,nonfinite numerical values,WARN,1,0.5,gp_opt_reg_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1200,,,
results/P0_100/pbme.npz,nonfinite numerical values,WARN,1,0.5,gp_opt_total_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,pbme,1200,,,
results/P0_100/pbme.npz,"self-normalized population outside [0,1]",SCIENTIFIC WARNING,110,55.0,lw_P0,True,only as a signed-estimator diagnostic,"flag outside [0,1] by >1e-6; retain signed estimator but do not call it a physical probability",,,,pbme,,1.0000526915437498,,0.1373407472814077
results/P0_100/pbme.npz,"self-normalized population outside [0,1]",SCIENTIFIC WARNING,110,55.0,lw_P1,True,only as a signed-estimator diagnostic,"flag outside [0,1] by >1e-6; retain signed estimator but do not call it a physical probability",,,,pbme,,0.8626592527186523,,-5.269154369110373e-05
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_l2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_linf,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_mean,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_rel_l2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,delta_alpha_std,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,dw_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,dw_rms,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_applied,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_dz_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_dz_rms,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_n_capped,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_rho_min,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,8487,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,fc_u_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,8487,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,1,0.3535234503888758,gp_opt_nll_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,8242,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,1,0.3535234503888758,gp_opt_reg_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,8242,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,1,0.3535234503888758,gp_opt_total_loss,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,8242,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,3369,1191.0205043600185,gp_opt_train_mae,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,5118,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,3369,1191.0205043600185,gp_opt_train_r2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,5118,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,3369,1191.0205043600185,gp_opt_val_mae,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,5118,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,3369,1191.0205043600185,gp_opt_val_r2,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,5118,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,6506,2300.0235682297484,gp_std_p1,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,425,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,6679,2361.1831251470144,gp_std_r1,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,435,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,6506,2300.0235682297484,gp_var_p1,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,425,,,
results/P0_20/midpoint.npz,nonfinite numerical values,WARN,6679,2361.1831251470144,gp_var_r1,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,435,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,k1_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
results/P0_20/midpoint.npz,nonfinite numerical values,INFORMATIONAL PLACEHOLDER,0,0.0,k2_max,True,True,active core observable nonfinite => exclude from first affected index; inactive/initial placeholder is not a run failure,,,,midpoint,1,,,
