P0,method,seed,eta,threshold,included_count,excluded_count,included_fraction,excluded_fraction,excluded_absolute_physical_mass_fraction,excluded_signed_mass,minimum_retained_abs_y0,ratio_abs_max,ratio_abs_q0.001,ratio_abs_q0.01,ratio_abs_q0.05,ratio_abs_q0.1,ratio_abs_q0.25,ratio_abs_q0.5,ratio_abs_q0.75,ratio_abs_q0.9,ratio_abs_q0.95,ratio_abs_q0.99,ratio_abs_q0.999,signed_ESS,absolute_ESS,live_weight_P0,live_weight_P1,cloud_weighted_P0,cloud_weighted_P1,raw_normalization,raw_energy,live_weight_denominator,near_zero_signed_denominator,point_inclusion_mask_sha256,initial_label_sha256,correction_multiplier_sha256,proposal_density_sha256,geometric_measure_sha256,saved_live_weight_sha256,cloud_coefficient_sha256,source_file,initial_snapshot,final_snapshot,live_weight_P0_change_from_eta0,live_weight_P1_change_from_eta0,cloud_weighted_P0_change_from_eta0,cloud_weighted_P1_change_from_eta0,raw_normalization_change_from_eta0,raw_energy_change_from_eta0
20.0,PBME,47,0.0,0.0,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,1e-14,2.949570387792258e-17,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,1e-12,2.9495703877922582e-15,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,1e-10,2.949570387792258e-13,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,1e-08,2.949570387792258e-11,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,1e-06,2.9495703877922583e-09,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,1e-05,2.9495703877922584e-08,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,0.0001,2.9495703877922583e-07,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0000000000007,1000.0000000000007,0.9749675534932823,0.02503244650788789,0.9749675534932828,0.025032446507887902,1.0000000000000004,0.1001799820479093,1.0000000000000004,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,PBME,47,0.001,2.9495703877922582e-06,999,1,0.999,0.001,0.0009999999999999996,0.001,4.889123192947465e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,999.0000000000003,999.0000000000003,0.9744916671338234,0.025508332867347484,0.9735171754666899,0.025482824534480145,0.9990000000000003,0.10006109355342162,0.9990000000000003,False,62b0e46efbe47e72ab48c0f54011675afc78edba453642bf5968bdf324060eb9,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,-0.00047588635945894353,0.0004758863594595923,-0.001450378026592869,0.0004503780265922436,-0.001000000000000112,-0.00011888849448768446
20.0,PBME,47,0.01,2.9495703877922583e-05,989,11,0.989,0.011,0.010999999999999996,0.011000000000000001,2.978193858927802e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,989.0000000000003,989.0000000000003,0.9736909077355955,0.026309092265576955,0.9629803077505042,0.02601969225065562,0.9890000000000003,0.09901860838460254,0.9890000000000003,False,44f615c9ec425ebf53f2452a2627b4ff382723815ce20593f7073f6dc5945e05,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,2f5577a7b1c8cb07f9f79d4f7955e17155a40330bc3e96f3dcb2f7c2cc262add,5aa864ec63ccca26949865dd01a3007624b6b585d43f2e4708d598d9e4397d0a,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,snap_000000,snap_012000,-0.0012766457576868229,0.0012766457576890641,-0.01198724574277854,0.0009872457427677166,-0.01100000000000012,-0.001161373663306764
20.0,MIDPOINT,47,0.0,0.0,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,1e-14,2.949570387792258e-17,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,1e-12,2.9495703877922582e-15,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,1e-10,2.949570387792258e-13,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,1e-08,2.949570387792258e-11,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,1e-06,2.9495703877922583e-09,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,1e-05,2.9495703877922584e-08,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,0.0001,2.9495703877922583e-07,1000,0,1.0,0.0,0.0,0.0,1.1088159855829534e-06,999.2251125743152,0.0014264921144131301,0.028100463603795093,0.19016503372771693,0.341672839035719,0.8403085948446662,1.9580498611185697,4.571317164043714,10.914493394008279,22.737288082189828,103.56654085967376,695.72403351354,0.6686497691420664,32.345348190430386,0.9053042961198511,0.0946957038833055,1.062434598587485,0.11113168530672672,1.1735662838905072,0.1385046929756289,1.1735662838905072,False,164d6ed5550a232197e7eed93f08fe61ada6825c15609e700526aaf110843d01,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.0,0.0,0.0,0.0,0.0,0.0
20.0,MIDPOINT,47,0.001,2.9495703877922582e-06,999,1,0.999,0.001,0.0009999999999999996,0.001,4.889123192947465e-06,999.2251125743152,0.0014258550451279716,0.02808428493426401,0.18998575785147853,0.34166625610539675,0.8399469949549258,1.9572697159895076,4.536580444447859,10.87368619387275,21.39495641337969,93.62381912170906,696.0278383974775,1.1945959156623596,31.49862026107884,1.0300221926246882,-0.03002219262192451,1.5674453839424451,-0.04568653722028416,1.5217588467179555,0.17990078256202713,1.5217588467179555,False,62b0e46efbe47e72ab48c0f54011675afc78edba453642bf5968bdf324060eb9,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,0412c3b25ff8d45c37380232d49fc2e4f3d94121e64786d0b484dfea15f7a1ca,4ed0171e44b08cd335e11b82cfbbfc4440f6e70bd915ba29b40711b7b9b8bd0a,c13f3ff42525cf1d217189e7065210c088ea8df6d4f6e77d18caab5bdb28f038,a249e4683bc3912795c31546a83c6061b022b14119463c56793772e79fadea74,2ca0d582a542e04e33d0f50439d23ba6c277a8a64c2b7c17853d1b9aa4f1d587,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\midpoint.npz,snap_000000,snap_012000,0.12471789650483711,-0.12471789650523002,0.5050107853549601,-0.1568182225270109,0.34819256282744826,0.04139608958639823
