method,reference,P0,seed,observable,E_RMS,E_infinity,common_t_min,common_t_max,alignment,paired_initial_cloud_sha256,production_npz,reference_npz
MIDPOINT,QCLE,20.0,11,P_var,15.096259254392056,177.0994505972875,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,dc09cb6f76c9928c05538fe9dd912facb207d98b1dd6db399a959ee5f9924e0f,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed11\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,TDSE,20.0,29,P0,0.010117089393533278,0.03293129665561473,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,29,P1,0.010117089397101731,0.03293129664975292,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,29,trace,6.719947928049891e-12,1.269029326067539e-11,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,29,energy,6.156711858386315e-05,6.15721608583919e-05,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,29,R_mean,0.01581848978741633,0.023897380222811293,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,29,P_mean,0.04146158464456749,0.0804511531727421,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,29,R_var,0.04817667784822635,0.08204757600772439,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,29,P_var,0.2324846609022516,0.9073309168617243,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,QCLE,20.0,29,P0,0.012769178352149186,0.037544023578753416,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,QCLE,20.0,29,P1,0.012769178351811477,0.03754402357817628,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,QCLE,20.0,29,trace,6.100679855167204e-13,1.1664003096711895e-12,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,QCLE,20.0,29,energy,6.156891398290596e-05,6.158683302273649e-05,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,QCLE,20.0,29,R_mean,0.017838564674544637,0.03381188133778501,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,QCLE,20.0,29,P_mean,0.050370284136190165,0.0986691442143588,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,QCLE,20.0,29,R_var,0.12497076482123612,0.3466622626728224,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,QCLE,20.0,29,P_var,0.3632385766061649,0.9093019507807298,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,TDSE,20.0,29,P0,0.11495608949419082,0.5558167024110161,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,TDSE,20.0,29,P1,0.11495608949048884,0.5558167024161541,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,TDSE,20.0,29,trace,6.138054936430703e-12,1.1797451904271838e-11,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,TDSE,20.0,29,energy,0.009696747089464696,0.02350475198137153,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,TDSE,20.0,29,R_mean,1.3329879028172635,2.512124600945212,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,TDSE,20.0,29,P_mean,1.1793425763511802,1.9050580184722783,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,TDSE,20.0,29,R_var,10.444534585667524,35.0904941398002,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,TDSE,20.0,29,P_var,65.79541737132816,375.57658109569826,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
MIDPOINT,QCLE,20.0,29,P0,0.11246321744192449,0.5558303606959114,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,QCLE,20.0,29,P1,0.11246321744254824,0.5558303606945806,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,QCLE,20.0,29,trace,1.2265235984985872e-12,2.0592416660747404e-12,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,QCLE,20.0,29,energy,0.009696749710489566,0.02350475242887047,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,QCLE,20.0,29,R_mean,1.3294273611450762,2.502210099830238,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,QCLE,20.0,29,P_mean,1.1701697055072495,1.88772415197462,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,QCLE,20.0,29,R_var,10.5263702320052,35.36616082939889,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
MIDPOINT,QCLE,20.0,29,P_var,66.13455172207378,375.57566243599774,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,a18db5b9793f36cab014e8aae3cd0d6da85dc8c9c912243b6182e8c3279ed749,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed29\midpoint.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_grid_qcle\qcle_time_P020.npz
PBME,TDSE,20.0,47,P0,0.016043600865313014,0.03273288346951775,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,02831553087a7f85dd620876ad4395b11e92ed78a8807f55118b19330bbf3238,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,47,P1,0.016043600870800066,0.03273288347688118,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,02831553087a7f85dd620876ad4395b11e92ed78a8807f55118b19330bbf3238,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,47,trace,6.720172436652145e-12,1.2686518502391664e-11,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,02831553087a7f85dd620876ad4395b11e92ed78a8807f55118b19330bbf3238,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,47,energy,0.00011748132384180089,0.00011748223908034094,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,02831553087a7f85dd620876ad4395b11e92ed78a8807f55118b19330bbf3238,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,47,R_mean,0.032304159231235204,0.06966532644885959,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,02831553087a7f85dd620876ad4395b11e92ed78a8807f55118b19330bbf3238,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,47,P_mean,0.09202652031806116,0.140402890355098,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,02831553087a7f85dd620876ad4395b11e92ed78a8807f55118b19330bbf3238,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
PBME,TDSE,20.0,47,R_var,0.09221257488541541,0.1901397184969369,0.0,3000.0,production saved times within reference interval; linear interpolation; no extrapolation,02831553087a7f85dd620876ad4395b11e92ed78a8807f55118b19330bbf3238,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\reviewer_closure_20260726_174927\step9_repl_P020\seed47\pbme.npz,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\reference_tdse\tdse_time_P020.npz
