comparison_kind,reference,P0,observable,metric,n_paired_seeds,seeds,paired_differences_midpoint_minus_pbme,mean_paired_difference,sample_sd,standard_error,ci95_low,ci95_high,confidence_interval_method,verdict_before_scientific_gates,source_csv
observable,QCLE,100.0,R_mean,E_infinity,4,"[11,29,47,73]","[20594.647189355353,64.9935556138146,61.18430243463988,164.7835789394463]",5221.402156585813,10248.942258266627,5124.471129133313,-11086.952054860374,21529.756368032,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,QCLE,100.0,R_var,E_RMS,4,"[11,29,47,73]","[1.1825858384984202e+25,1.327508831234584e+43,1.6291910690866038e+42,5.0458457996924994e+29]",3.7260698453582374e+42,6.412171947949745e+42,3.206085973974872e+42,-6.477126616941792e+42,1.3929266307658265e+43,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,QCLE,100.0,R_var,E_infinity,4,"[11,29,47,73]","[4.039919077722599e+25,4.633877988326877e+43,5.854437008574839e+42,1.6078227779141974e+30]",1.3048304222961305e+43,2.2364584960584493e+43,1.1182292480292247e+43,-2.2538741165552753e+43,4.863534961147537e+43,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,QCLE,100.0,energy,E_RMS,4,"[11,29,47,73]","[17.489507906372882,0.30599959261462284,0.22408559790018165,0.33035914894266466]",4.587488061457588,8.601466681602867,4.300733340801433,-9.09936486898878,18.274340991903955,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,QCLE,100.0,energy,E_infinity,4,"[11,29,47,73]","[854.4976967023488,7.981053129430069,9.280665577964626,9.228947329683368]",220.24709068485672,422.8341642143265,211.41708210716325,-452.57642114106454,893.070602510778,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,QCLE,100.0,trace,E_RMS,4,"[11,29,47,73]","[1.6515619462384216e-11,1.692588496403618e-13,1.2220047274572118e-13,3.668261893534979e-13]",4.29347624353095e-12,8.148784698308132e-12,4.074392349154066e-12,-8.673058634312876e-12,1.7260011121374774e-11,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,QCLE,100.0,trace,E_infinity,4,"[11,29,47,73]","[8.094283021620186e-10,2.561728607020086e-12,1.8950396807326797e-12,1.3668510767672615e-11]",2.0688839530436098e-10,4.017295631432865e-10,2.0086478157164325e-10,-4.323529866700456e-10,8.461297772787676e-10,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P0,E_RMS,4,"[11,29,47,73]","[0.057268590688370716,0.10483900010065755,0.22119404254059388,1.137648930775239]",0.3802376410262153,0.5096142812488378,0.2548071406244189,-0.4306724022140142,1.1911476842664448,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P0,E_infinity,4,"[11,29,47,73]","[0.3399936833298952,0.5228854057554013,3.4474744608403394,19.22667514289595]",5.8842571732053965,9.008166519686066,4.504083259843033,-8.449745955774763,20.218260302185556,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P1,E_RMS,4,"[11,29,47,73]","[0.05726859068873802,0.1048390000933871,0.22119404253383176,1.1376489307727105]",0.38023764102216684,0.5096142812495207,0.25480714062476034,-0.43067240221914926,1.191147684263483,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P1,E_infinity,4,"[11,29,47,73]","[0.3399936833305271,0.5228854057664012,3.4474744608360552,19.22667514290908]",5.884257173210516,9.008166519690624,4.504083259845312,-8.449745955776896,20.218260302197926,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P_mean,E_RMS,4,"[11,29,47,73]","[0.38174084141829234,1.1378809917066128,1.1116986062009626,12.164182858082151]",3.6988758243520046,5.6544079607942415,2.8272039803971207,-5.298549037347774,12.696300686051783,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P_mean,E_infinity,4,"[11,29,47,73]","[1.2802592460987334,1.8246068652995362,14.089165241813312,53.592915648288084]",17.696736750374917,24.650730025684034,12.325365012842017,-21.52807559602408,56.921549096773916,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P_var,E_RMS,4,"[11,29,47,73]","[14.896741979420097,65.5629327104259,257.8395780231445,59.08069585450463]",99.34498714187379,108.03468857134526,54.01734428567263,-72.56231060133305,271.2522848850806,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,P_var,E_infinity,4,"[11,29,47,73]","[176.39301154712587,374.66925017883653,3129.5877680801486,192.43091417430105]",968.270235995103,1443.6818436141011,721.8409218070506,-1328.9497386127314,3265.4902106029376,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,R_mean,E_RMS,4,"[11,29,47,73]","[0.0979070575351624,1.3171694130298472,0.6375720074212066,5.859049946985857]",1.9779246062430182,2.6350675139062547,1.3175337569531274,-2.2150558306597556,6.170905043145792,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,R_mean,E_infinity,4,"[11,29,47,73]","[0.4050276192560346,2.4882272207224005,8.544573033052307,36.424860869955175]",11.96567218574648,16.667596271009135,8.333798135504567,-14.556192899574912,38.48753727106787,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,R_var,E_RMS,4,"[11,29,47,73]","[0.7394240468061962,10.396357907819297,23.574797172620265,4.317730916253936]",9.757077510874923,10.03730743195848,5.01865371597924,-6.214518465044344,25.728673486794193,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,R_var,E_infinity,4,"[11,29,47,73]","[2.159362943123881,35.008446563792475,68.4177383695123,8.505974173871357]",28.522880512575004,30.162746605910687,15.081373302955344,-19.472780234027947,76.51854125917795,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,energy,E_RMS,4,"[11,29,47,73]","[0.004165125836440629,0.009635179970880833,0.012157027461922754,0.06832078394907358]",0.02356952930457945,0.030020087474183374,0.015010043737091687,-0.02419912892868318,0.07133818753784207,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,energy,E_infinity,4,"[11,29,47,73]","[0.0063659812645845,0.023443179820513138,0.054689757888393954,0.2366348221010946]",0.08028343526864655,0.10613732791706844,0.05306866395853422,-0.08860473827256281,0.2491716088098559,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,trace,E_RMS,4,"[11,29,47,73]","[-4.5151276024526513e-13,-5.81892991619188e-13,-8.387313564335757e-13,-3.1829698547577414e-12]",-1.2637767407639426e-12,1.289535317977955e-12,6.447676589889775e-13,-3.3157151948801975e-12,7.881617133523122e-13,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,20.0,trace,E_infinity,4,"[11,29,47,73]","[-9.878764473114643e-13,-8.928413564035509e-13,-1.98641103565933e-12,5.1910697962398444e-12]",3.309852392163748e-13,3.2775954133359984e-12,1.6387977066679992e-12,-4.8844004674775225e-12,5.546370945910272e-12,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P0,E_RMS,4,"[11,29,47,73]","[197.373336522198,1.6793997645052126,3.516320328939684,3.086512078563283]",51.413892173551545,97.30945857624586,48.65472928812293,-103.4271712840413,206.25495563114438,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P0,E_infinity,4,"[11,29,47,73]","[9630.999318251535,48.349517387117025,152.532420050824,115.44293204035732]",2486.831046932459,4762.9740054497115,2381.4870027248558,-5092.123465971752,10065.78555983667,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P1,E_RMS,4,"[11,29,47,73]","[197.37333652218098,1.6793997645070455,3.5163203289402345,3.086512078563358]",51.4138921735479,97.30945857623693,48.65472928811847,-103.42717128403072,206.25495563112653,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P1,E_infinity,4,"[11,29,47,73]","[9630.99931825073,48.34951738712381,152.53242005082686,115.44293204035596]",2486.831046932259,4762.974005449307,2381.4870027246534,-5092.123465971308,10065.785559835826,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P_mean,E_RMS,4,"[11,29,47,73]","[558.9308316659558,6.084580262861074,4.738872533286939,7.5064789321222545]",144.3151908485565,276.41273704612826,138.20636852306413,-295.5191560244242,584.1495377215372,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P_mean,E_infinity,4,"[11,29,47,73]","[27321.793585511936,170.9750183418043,207.49991171592796,235.21799284775855]",6983.871627104357,13558.640163972277,6779.320081986139,-14590.950520151837,28558.69377436055,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P_var,E_RMS,4,"[11,29,47,73]","[9.016906627312686e+26,1.724431350921753e+45,3.295693295786324e+44,5.890462317402105e+31]",5.135001701251111e+44,8.221009119255897e+44,4.1105045596279486e+44,-7.946458347390969e+44,1.8216461749893192e+45,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,P_var,E_infinity,4,"[11,29,47,73]","[2.3420014655874454e+27,7.536360019687204e+45,2.6638225275029883e+45,2.2962034572160047e+32]",2.5500456367976054e+45,3.5534838213303714e+45,1.7767419106651857e+45,-3.104340092242517e+45,8.204431365837728e+45,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,R_mean,E_RMS,4,"[11,29,47,73]","[421.77762759556464,2.6043645326999587,2.349984477168224,5.665043539769206]",108.0992550363005,209.1243403994378,104.5621701997189,-224.66423718829918,440.8627472609002,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,R_mean,E_infinity,4,"[11,29,47,73]","[20594.647194284833,64.99355174847899,61.18430227188622,164.7835778014724]",5221.402156526668,10248.942261594044,5124.471130797022,-11086.952060214182,21529.75637326752,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,R_var,E_RMS,4,"[11,29,47,73]","[1.1825858384984202e+25,1.327508831234584e+43,1.6291910690866038e+42,5.0458457996924994e+29]",3.7260698453582374e+42,6.412171947949745e+42,3.206085973974872e+42,-6.477126616941792e+42,1.3929266307658265e+43,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,R_var,E_infinity,4,"[11,29,47,73]","[4.039919077722599e+25,4.633877988326877e+43,5.854437008574839e+42,1.6078227779141974e+30]",1.3048304222961305e+43,2.2364584960584493e+43,1.1182292480292247e+43,-2.2538741165552753e+43,4.863534961147537e+43,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,energy,E_RMS,4,"[11,29,47,73]","[17.489507898449748,0.30599958494235224,0.2240856021730606,0.3303591420609214]",4.587488056906521,8.60146667932715,4.300733339663575,-9.099364869918672,18.27434098373171,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,energy,E_infinity,4,"[11,29,47,73]","[854.4976966709019,7.981053095828761,9.280665567888896,9.228947286861167]",220.2470906553702,422.8341642130251,211.41708210651254,-452.5764211684803,893.0706024792207,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,trace,E_RMS,4,"[11,29,47,73]","[1.4296341354318004e-11,-1.4074036695614744e-13,-9.170563468983292e-14,-7.908705650801728e-14]",3.4962020740410016e-12,7.200141963551844e-12,3.600070981775922e-12,-7.960830520672871e-12,1.4953234668754875e-11,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
observable,TDSE,100.0,trace,E_infinity,4,"[11,29,47,73]","[8.02297783764061e-10,-5.773159728050814e-15,7.106537580625627e-13,1.2336687227332277e-11]",2.0383483789743195e-10,3.9901539994669913e-10,1.9950769997334957e-10,-4.310877047585156e-10,8.387573805533795e-10,"two-sided paired Student t, df=3",NO_RESOLVED_DIFFERENCE,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\physical_comparison\observable_errors_by_seed.csv
