key,method,momentum_P0,refine_mode,observable,coarse,fine,finer,diff_coarse_fine,diff_fine_finer,p_obs_reported,p_obs_guarded,guard_verdict,n_grid_coarse,n_grid_fine,n_grid_finer,dt_coarse,dt_fine,dt_finer,t_final,boundary_rule,source
tdse_P0100_both,tdse,100,both,trace,1.000000000005603,1.0000000000107627,1.0000000000147784,5.1596504846429525e-12,4.015676680069191e-12,0.36163022442783554,0.36163022442783554,ok,2048,4096,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_both,tdse,100,both,energy,2.5000625000140198,2.500062500026923,2.5000625000369814,1.290345608140342e-11,1.0058176513894068e-11,0.3593887540213636,0.3593887540213636,ok,2048,4096,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_both,tdse,100,both,R_mean,133.86344452651818,133.86344659825656,133.86344711619495,2.0717383790724853e-06,5.179383890663303e-07,1.9999894311072974,1.9999894311072974,ok,2048,4096,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_both,tdse,100,both,P_mean,99.1386387640565,99.13864033927908,99.13864073308753,1.5752225834830824e-06,3.938084489618632e-07,1.9999897309973376,1.9999897309973376,ok,2048,4096,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_time,tdse,100,time,P0,0.14297764428298032,0.14297921151985896,0.14297960333186474,1.5672368786356916e-06,3.918120057844199e-07,1.9999897411420025,1.9999897411420025,ok,8192,8192,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_time,tdse,100,time,P1,0.8570223557226229,0.8570207884909037,0.8570203966829136,1.567231719179496e-06,3.9180799005222866e-07,1.9999997781234797,1.9999997781234797,ok,8192,8192,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_time,tdse,100,time,trace,1.000000000005603,1.0000000000107627,1.0000000000147784,5.1596504846429525e-12,4.015676680069191e-12,0.36163022442783554,0.36163022442783554,ok,8192,8192,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_time,tdse,100,time,energy,2.5000625000140198,2.500062500026923,2.5000625000369814,1.290345608140342e-11,1.0058176513894068e-11,0.3593887540213636,0.3593887540213636,ok,8192,8192,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_time,tdse,100,time,R_mean,133.86344452651818,133.86344659825656,133.86344711619495,2.0717383790724853e-06,5.179383890663303e-07,1.9999894311072974,1.9999894311072974,ok,8192,8192,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_time,tdse,100,time,P_mean,99.1386387640565,99.13864033927908,99.13864073308753,1.5752225834830824e-06,3.938084489618632e-07,1.9999897309973376,1.9999897309973376,ok,8192,8192,8192,0.2,0.1,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_grid,tdse,100,grid,P0,0.14297960333186474,0.14297960333186474,0.14297960333186474,0.0,0.0,NOT COMPUTED,,REJECTED: fine-to-finer difference 0.000e+00 at or below roundoff floor 2.220e-14,2048,4096,8192,0.05,0.05,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_grid,tdse,100,grid,P1,0.8570203966829136,0.8570203966829136,0.8570203966829136,0.0,0.0,NOT COMPUTED,,REJECTED: fine-to-finer difference 0.000e+00 at or below roundoff floor 2.220e-14,2048,4096,8192,0.05,0.05,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_grid,tdse,100,grid,trace,1.0000000000147784,1.0000000000147784,1.0000000000147784,0.0,0.0,NOT COMPUTED,,REJECTED: fine-to-finer difference 0.000e+00 at or below roundoff floor 2.220e-14,2048,4096,8192,0.05,0.05,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_grid,tdse,100,grid,energy,2.5000625000369814,2.5000625000369814,2.5000625000369814,0.0,0.0,NOT COMPUTED,,REJECTED: fine-to-finer difference 0.000e+00 at or below roundoff floor 5.551e-14,2048,4096,8192,0.05,0.05,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_grid,tdse,100,grid,R_mean,133.86344711619495,133.86344711619495,133.86344711619495,0.0,0.0,NOT COMPUTED,,REJECTED: fine-to-finer difference 0.000e+00 at or below roundoff floor 2.972e-12,2048,4096,8192,0.05,0.05,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
tdse_P0100_grid,tdse,100,grid,P_mean,99.13864073308753,99.13864073308753,99.13864073308753,0.0,0.0,NOT COMPUTED,,REJECTED: fine-to-finer difference 0.000e+00 at or below roundoff floor 2.201e-12,2048,4096,8192,0.05,0.05,0.05,3000.0,periodic (split-operator FFT),thesis_closure_out_v2\reference_convergence_3level.json
